,ratio1,ratio2,ratio3,ratio4,ratio5,status
3719,1.65,1.31,0.04,0.09,0.05,0
3720,2.71,2.02,0.03,0.02,0.1,0
3721,1.08,0.41,0.11,0.48,0.06,0
3722,1.78,1.52,0.11,0.11,0.06,0
3723,1.29,0.72,0.03,0.04,0.03,0
3724,1.0,1.0,0.07,0.24,0.07,0
3725,1.87,0.27,0.03,0.08,0.06,0
3726,0.96,0.96,-0.08,-1.17,-0.06,0
3727,1.32,1.32,0.11,0.31,0.17,0
3728,0.32,0.32,-0.09,-0.2,-0.09,1
3729,1.4,1.4,0.07,0.18,0.05,0
3730,1.62,1.62,-0.02,-0.1,-0.01,0
3731,2.72,2.72,0.35,0.42,0.27,0
3732,0.75,0.72,0.03,0.07,0.05,1
3733,1.05,0.04,0.0,-0.02,0.02,0
3734,1.0,0.43,0.03,0.15,0.02,0
3735,1.12,0.93,-0.14,-1.32,-0.11,0
3736,1.58,1.12,0.1,0.16,0.08,0
3737,4.09,1.98,0.03,0.11,0.07,0
3738,1.9,1.9,0.13,0.05,0.13,1
3739,1.17,1.12,0.09,0.32,0.06,0
3740,1.23,1.22,0.03,0.05,0.03,0
3741,1.43,1.17,0.02,0.0,0.01,0
3742,1.47,0.72,0.02,0.02,0.06,0
3743,1.02,0.94,0.02,0.13,0.06,0
3744,2.34,2.05,0.04,0.01,0.04,0
3745,1.33,1.07,0.03,0.02,0.03,0
3746,0.74,0.56,-0.12,-4.59,-0.09,1
3747,1.01,0.79,0.06,0.18,0.16,0
3748,1.94,1.94,0.01,0.01,0.22,0
3749,1.13,0.44,0.1,0.41,0.04,0
3750,0.99,0.92,0.05,0.03,0.05,0
3751,1.12,0.04,0.03,0.06,0.04,0
3752,0.98,0.97,-0.07,-0.7,-0.02,0
3753,2.21,1.2,0.01,0.03,0.01,0
3754,1.22,1.12,-0.02,-0.03,0.04,0
3755,1.59,1.17,0.06,0.33,0.13,0
3756,0.87,0.09,0.02,-2.33,0.09,1
3757,0.67,0.65,0.12,0.64,0.22,0
3758,2.22,2.22,0.0,-0.04,0.13,0
3759,1.69,1.56,0.14,0.25,0.09,0
3760,2.57,0.75,0.03,-0.49,0.1,1
3761,0.2,0.15,0.03,0.09,0.16,0
3762,0.91,0.63,0.01,0.0,0.07,0
3763,0.39,0.38,-0.1,-1.68,0.13,0
3764,1.18,1.16,0.04,0.02,0.02,0
3765,1.26,1.26,0.07,0.09,0.05,0
3766,1.06,1.06,0.09,0.34,0.13,0
3767,0.67,0.65,0.02,0.19,0.04,0
3768,0.88,0.27,0.01,-0.14,0.02,0
3769,0.2,0.2,0.02,0.15,0.35,0
3770,0.93,0.7,0.07,0.1,0.06,0
3771,1.24,1.21,0.13,0.93,0.1,0
3772,1.34,1.32,0.02,0.01,0.26,0
3773,1.28,1.09,0.08,0.1,0.05,0
3774,1.29,1.29,0.09,0.16,0.13,0
3775,1.01,0.34,0.06,-0.05,0.05,0
3776,1.57,1.27,0.06,0.07,0.05,0
3777,2.22,2.2,0.45,0.85,0.16,0
3778,6.55,6.55,0.04,0.17,0.19,0
3779,1.24,1.13,0.02,0.04,0.02,0
3780,1.88,0.83,-0.05,-0.37,-0.12,0
3781,7.01,7.01,0.02,0.02,0.09,1
3782,1.24,1.24,-0.19,-1.18,-0.04,0
3783,1.82,1.6,0.27,0.81,0.18,0
3784,0.03,0.03,0.02,0.02,0.71,0
3785,3.41,2.11,0.01,0.0,0.06,0
3786,1.35,1.18,0.01,-0.05,0.05,0
3787,1.19,1.07,0.03,0.6,0.03,0
3788,0.67,0.67,0.03,0.05,0.12,0
3789,0.63,0.63,-0.85,-1.82,-0.99,0
3790,0.88,0.87,0.09,0.28,0.13,0
3791,1.97,1.71,0.19,0.23,0.08,1
3792,1.04,0.65,-0.36,-1.24,-0.46,0
3793,11.02,0.74,-0.01,-0.03,-0.01,0
3794,1.29,0.99,0.15,0.27,0.07,0
3795,0.36,0.36,-0.01,-0.14,0.04,0
3796,0.24,0.24,0.01,0.02,0.24,0
3797,1.98,1.13,0.14,0.16,0.13,0
3798,1.18,1.04,0.01,-0.02,0.0,0
3799,1.12,0.44,0.05,0.17,0.03,0
3800,2.43,1.03,0.08,0.1,0.09,0
3801,1.21,1.15,0.03,0.09,0.02,0
3802,1.4,1.37,0.12,0.44,0.05,0
3803,1.63,1.26,0.02,0.0,0.04,0
3804,2.01,1.42,0.03,0.07,0.06,0
3805,2.56,2.09,0.02,0.02,0.07,0
3806,1.08,0.74,0.02,0.14,0.05,0
3807,4.27,0.07,0.03,0.0,0.12,0
3808,1.26,0.43,0.02,0.0,0.02,0
3809,5.36,0.41,0.02,0.54,0.24,0
3810,0.82,0.82,0.04,0.25,0.06,0
3811,1.68,1.11,0.12,0.2,0.07,0
3812,0.89,0.89,0.04,0.12,0.12,0
3813,1.8,1.72,0.2,0.31,0.26,0
3814,1.05,1.05,0.01,0.08,0.01,0
3815,1.43,1.13,0.06,0.14,0.06,0
3816,0.73,0.73,-0.4,-1.7,-0.08,1
3817,0.42,0.39,-1.05,-1.13,-0.37,1
3818,1.82,1.82,0.03,-0.07,0.03,0
3819,0.89,0.89,0.13,0.24,0.14,1
3820,1.02,0.68,0.01,0.26,0.01,0
3821,1.32,1.32,-0.04,-0.19,-0.04,0
3822,0.65,0.44,0.01,-0.04,0.07,1
3823,2.38,1.91,0.22,0.28,0.25,0
3824,1.12,0.6,0.02,0.0,0.07,0
3825,1.23,1.04,0.3,0.71,0.17,0
3826,0.28,0.2,0.08,0.36,0.16,0
3827,1.14,1.14,0.05,0.34,0.08,0
3828,1.43,1.43,0.11,0.08,0.17,0
3829,1.81,1.75,0.11,0.28,0.11,0
3830,1.78,1.74,0.07,0.07,0.15,0
3831,1.15,1.11,0.09,0.39,0.08,0
3832,1.01,0.96,-0.03,-0.35,0.37,0
3833,0.81,0.37,0.09,0.1,0.11,0
3834,1.78,0.97,0.03,0.06,0.03,0
3835,2.33,2.1,0.06,0.19,0.08,0
3836,1.43,1.42,0.02,0.52,0.01,0
3837,0.72,0.68,0.06,0.16,0.09,0
3838,1.08,0.7,0.01,-0.01,0.03,0
3839,2.86,2.52,0.2,0.21,0.09,0
3840,1.08,0.02,0.01,0.08,0.16,0
3841,1.25,1.15,0.04,0.08,0.04,0
3842,6.42,6.33,0.0,0.01,0.69,0
3843,1.09,0.25,0.02,0.11,0.02,0
3844,3.56,1.7,0.04,0.04,0.09,0
3845,0.68,0.51,0.03,0.02,0.06,0
3846,5.23,5.23,0.22,0.21,0.19,0
3847,1.83,1.48,0.03,0.06,0.04,0
3848,1.04,0.97,0.07,0.29,0.07,1
3849,0.47,0.47,0.04,0.04,0.04,0
3850,1.52,1.2,0.04,0.09,0.07,0
3851,1.21,0.78,0.03,0.04,0.03,0
3852,1.07,0.67,0.03,0.06,0.04,0
3853,2.8,2.1,0.09,0.1,0.11,0
3854,1.46,1.42,0.0,-0.02,0.1,0
3855,1.01,1.01,0.0,0.0,0.0,0
3856,1.05,0.72,-0.12,-0.41,-0.1,0
3857,1.58,1.43,0.01,-0.02,0.34,0
3858,0.36,0.35,0.02,-0.03,0.12,0
3859,1.99,1.96,0.18,0.3,0.12,0
3860,1.33,1.33,0.06,0.09,0.14,0
3861,1.23,1.23,0.3,0.82,0.14,1
3862,0.68,0.35,0.02,0.09,0.12,0
3863,1.5,1.49,0.28,0.6,0.17,0
3864,0.96,0.88,0.03,0.11,0.07,0
3865,1.87,1.86,0.17,0.22,0.05,0
3866,0.96,0.26,0.01,0.0,0.04,0
3867,1.11,0.91,-0.08,-1.9,-0.03,0
3868,1.3,0.93,0.05,0.15,0.06,0
3869,0.66,0.66,-0.03,-0.48,0.0,0
3870,0.18,0.17,0.14,0.43,0.32,0
3871,1.35,1.35,-0.06,-1.86,-0.05,0
3872,1.05,0.92,0.03,0.48,0.05,0
3873,1.74,1.61,0.07,0.57,0.16,0
3874,1.62,1.44,0.13,0.18,0.13,0
3875,0.41,0.38,-0.45,-0.62,-0.25,1
3876,3.94,3.17,0.05,0.05,0.15,0
3877,0.78,0.22,0.02,0.52,0.03,0
3878,1.82,1.5,0.06,0.04,0.03,0
3879,3.24,1.97,0.04,0.06,0.1,0
3880,1.07,1.07,-0.08,-0.68,-0.03,0
3881,1.07,1.07,0.24,0.79,0.47,0
3882,1.09,1.03,0.1,0.26,0.11,1
3883,1.25,1.25,0.1,0.2,0.09,0
3884,0.97,0.9,0.02,-0.37,0.07,1
3885,0.9,0.81,0.04,0.29,0.1,0
3886,0.66,0.4,-0.11,-0.81,-0.3,1
3887,1.1,0.71,0.06,0.2,0.03,0
3888,1.15,0.76,0.07,0.35,0.02,0
3889,1.05,1.05,0.05,0.11,0.02,0
3890,1.06,0.71,0.01,0.0,0.06,0
3891,0.4,0.4,0.07,0.12,0.31,0
3892,2.48,2.48,0.07,0.11,0.1,0
3893,1.41,1.41,0.01,0.03,0.01,0
3894,4.92,4.38,0.25,0.3,0.15,0
3895,1.04,1.04,0.06,0.48,0.03,0
3896,1.62,1.24,0.32,0.91,0.25,0
3897,1.05,0.94,0.05,0.08,0.09,0
3898,0.33,0.32,0.02,0.02,0.09,0
3899,1.43,0.34,0.03,0.04,0.35,0
3900,1.0,0.67,0.03,0.02,0.06,0
3901,0.84,0.17,0.03,0.01,0.03,1
3902,1.08,0.83,-0.06,-2.26,-0.03,0
3903,1.0,0.76,0.07,0.04,0.03,0
3904,1.17,1.04,0.02,0.07,0.02,0
3905,2.8,0.99,0.13,0.29,0.05,0
3906,2.46,1.53,0.16,0.34,0.12,0
3907,2.58,2.58,0.05,0.6,0.1,0
3908,0.97,0.1,0.03,0.1,0.1,0
3909,1.55,0.73,0.01,0.0,0.65,0
3910,1.09,0.24,0.02,0.14,-0.01,0
3911,1.48,1.48,0.07,0.04,0.27,0
3912,1.01,0.91,0.02,0.0,0.06,0
3913,0.99,0.33,-0.18,-0.71,-0.07,0
3914,0.21,0.21,-0.83,-1.15,-1.38,0
3915,0.81,0.81,0.07,0.03,0.05,1
3916,1.03,0.99,0.01,-0.17,0.02,0
3917,2.01,1.72,0.3,0.46,0.16,0
3918,1.19,0.54,0.02,0.06,0.03,0
3919,2.23,2.23,0.03,0.0,0.45,0
3920,1.52,1.21,-0.02,-0.07,0.04,0
3921,2.05,0.31,0.08,0.16,0.24,0
3922,0.53,0.53,0.02,0.05,0.11,0
3923,0.13,0.13,-0.08,-1.04,0.09,1
3924,1.22,0.51,0.05,0.33,0.04,0
3925,1.84,1.82,-0.12,-1.87,-0.03,0
3926,1.47,1.18,-0.45,-2.13,-0.99,0
3927,2.46,2.42,0.04,0.03,0.05,0
3928,1.79,1.63,-0.01,-0.04,0.01,0
3929,1.85,1.3,0.1,0.14,0.07,0
3930,4.68,3.77,0.26,0.43,0.3,0
3931,1.29,1.29,0.22,0.54,0.18,0
3932,1.73,1.73,0.09,0.16,0.1,0
3933,3.82,2.88,0.04,0.02,0.07,0
3934,0.91,0.58,0.08,0.62,0.02,0
3935,1.12,1.02,0.04,0.09,0.02,0
3936,1.52,1.48,0.19,0.45,0.11,0
3937,0.23,0.23,-0.06,-3.44,-0.16,0
3938,1.22,1.22,0.03,0.12,0.05,0
3939,0.23,0.14,-0.17,-0.58,-0.87,1
3940,1.98,1.96,0.01,0.02,0.05,0
3941,1.48,1.45,0.03,0.01,0.05,0
3942,1.08,1.05,0.04,0.1,0.06,0
3943,0.91,0.62,0.15,-0.31,0.08,0
3944,1.23,1.15,-0.06,-0.1,0.4,0
3945,1.29,0.95,0.05,0.15,0.05,0
3946,1.65,1.03,0.05,0.02,0.1,0
3947,1.76,1.62,0.07,0.03,0.13,0
3948,1.14,1.07,0.04,0.01,0.07,0
3949,1.06,1.01,0.07,0.24,0.1,0
3950,1.47,1.47,0.07,0.27,0.07,0
3951,1.26,1.22,0.24,0.67,0.07,0
3952,1.31,1.19,0.15,0.42,0.08,0
3953,1.5,1.49,0.06,0.13,0.23,0
3954,1.35,0.65,0.07,0.23,0.09,0
3955,1.12,0.32,0.02,0.0,0.05,1
3956,1.38,1.15,0.1,0.21,0.08,0
3957,0.94,0.71,0.04,0.39,0.09,0
3958,0.93,0.93,-0.01,-1.31,0.04,1
3959,1.19,0.79,-0.14,-3.34,-0.17,0
3960,1.14,0.75,0.08,0.24,0.14,0
3961,1.13,0.86,0.04,0.05,0.05,0
3962,1.54,1.37,0.11,0.29,0.07,0
3963,1.26,1.26,-0.01,-0.01,0.28,0
3964,1.49,1.4,0.06,0.14,0.18,0
3965,1.05,0.06,0.0,0.06,0.0,0
3966,0.98,0.97,-0.01,-0.01,0.04,0
3967,1.11,0.83,0.08,0.14,0.07,0
3968,0.98,0.92,0.01,0.16,0.04,1
3969,0.92,0.92,0.06,0.75,0.16,0
3970,4.62,4.19,0.31,0.32,0.12,0
3971,1.48,1.46,0.21,0.51,0.15,0
3972,1.25,0.13,0.23,0.63,0.08,1
3973,0.98,0.83,0.04,0.3,0.01,0
3974,1.26,1.01,0.03,0.0,0.02,0
3975,1.15,1.15,0.02,-0.28,0.11,0
3976,1.15,1.15,0.0,-0.22,0.0,0
3977,0.97,0.96,-0.06,-1.18,-0.09,0
3978,0.7,0.41,0.03,0.0,0.09,0
3979,1.12,0.83,-0.13,-5.27,-0.2,0
3980,2.96,2.26,0.03,0.04,0.03,0
3981,0.64,0.63,-0.05,-0.65,0.07,0
3982,1.19,1.11,0.11,0.45,0.05,0
3983,1.16,1.05,0.09,0.23,0.07,0
3984,0.85,0.67,-0.01,-0.44,0.03,0
3985,1.11,0.91,0.02,0.11,0.04,0
3986,1.59,1.59,0.04,0.01,0.01,0
3987,1.29,0.22,0.24,0.62,0.18,0
3988,0.84,0.84,0.07,0.34,0.16,0
3989,1.26,0.65,0.16,0.47,0.04,1
3990,1.43,1.31,0.33,0.73,0.12,0
3991,0.36,0.29,0.07,0.31,0.03,0
3992,0.51,0.51,-0.52,-1.35,-0.32,1
3993,1.1,1.04,0.04,0.11,0.1,0
3994,2.02,2.02,0.22,0.29,0.43,0
3995,1.87,0.31,0.02,0.04,0.02,0
3996,1.64,1.17,0.07,0.08,0.12,0
3997,3.6,2.44,0.04,0.2,0.08,0
3998,0.8,0.42,-0.16,-1.06,-0.32,1
3999,1.33,1.33,0.01,0.32,0.04,0
4000,1.51,0.81,0.02,0.05,0.06,0
4001,0.69,0.52,-0.13,-0.99,0.03,0
4002,1.12,0.32,0.0,-0.05,0.01,0
4003,0.85,0.85,0.05,0.47,0.07,0
4004,3.0,2.68,0.1,0.08,0.18,0
4005,1.03,1.02,-0.01,-1.45,0.0,0
4006,0.93,0.65,0.01,0.01,0.04,0
4007,0.87,0.17,0.01,0.03,0.1,0
4008,1.37,1.32,0.19,0.62,0.13,0
4009,1.23,0.41,-0.06,-1.36,-0.01,0
4010,1.16,0.84,0.05,0.08,0.06,0
4011,1.05,1.05,0.04,0.06,0.02,0
4012,1.2,1.16,-0.02,-0.23,0.0,0
4013,1.17,1.04,0.05,0.1,0.04,0
4014,2.44,1.18,0.04,0.07,0.26,0
4015,1.13,0.43,0.03,0.07,0.04,0
4016,2.39,2.32,0.09,0.07,0.11,0
4017,2.19,2.19,0.0,-0.02,0.0,0
4018,1.28,1.28,0.17,0.48,0.1,0
4019,0.61,0.61,0.06,0.08,0.17,0
4020,1.6,1.22,0.1,0.19,0.17,0
4021,3.33,0.18,0.01,-0.01,0.09,0
4022,1.06,0.13,0.01,-0.03,0.06,0
4023,2.42,2.41,0.24,0.31,0.25,0
4024,0.45,0.29,0.08,0.38,0.04,0
4025,1.19,0.76,0.04,0.11,0.16,0
4026,9.8,9.32,0.04,0.02,0.02,0
4027,0.58,0.55,-1.27,-1.06,-1.86,1
4028,1.47,1.47,0.1,0.12,0.07,0
4029,1.01,0.96,0.01,-0.06,0.07,0
4030,1.62,1.39,0.02,0.02,0.03,0
4031,0.99,0.96,0.13,0.85,0.09,0
4032,0.91,0.57,0.02,-0.02,0.07,0
4033,1.66,1.63,0.02,0.05,0.03,0
4034,1.26,1.26,0.0,-0.02,0.26,1
4035,0.84,0.36,0.03,0.07,0.08,0
4036,1.34,0.94,0.03,0.03,0.03,1
4037,1.64,1.06,0.04,0.05,0.06,0
4038,0.85,0.35,-0.42,-1.23,-0.34,1
4039,0.83,0.66,-0.3,-2.08,-0.08,0
4040,1.2,1.19,0.05,0.18,0.2,0
4041,0.9,0.9,0.01,0.02,0.11,0
4042,0.62,0.52,0.01,0.02,0.09,0
4043,1.16,0.76,0.07,0.3,0.06,0
4044,0.88,0.7,0.02,0.22,0.2,0
4045,1.63,1.53,0.06,0.12,0.05,0
4046,1.0,0.68,0.01,-0.22,0.01,1
4047,1.41,1.28,0.05,0.14,0.02,0
4048,1.0,0.84,-0.03,-0.8,-0.04,0
4049,2.37,2.03,0.03,0.04,0.01,0
4050,0.75,0.42,0.09,0.18,0.12,0
4051,0.85,0.74,-0.08,-8.06,-0.03,0
4052,1.33,1.12,0.07,0.08,0.04,0
4053,2.87,2.63,-0.08,-0.35,-0.64,1
4054,0.97,0.92,0.04,0.04,0.1,0
4055,0.99,0.99,0.04,0.18,0.29,0
4056,1.1,0.97,0.02,0.04,0.01,0
4057,1.82,1.76,0.1,0.18,0.08,0
4058,1.07,0.62,0.01,0.0,0.08,0
4059,1.67,1.51,-0.01,-0.19,0.03,0
4060,0.97,0.97,0.05,0.32,0.04,0
4061,0.85,0.53,-0.53,-1.18,-0.35,1
4062,0.36,0.22,0.0,-0.06,0.23,0
4063,2.16,2.1,0.07,0.1,0.09,0
4064,0.9,0.89,0.06,0.59,0.05,0
4065,1.57,1.32,0.14,0.79,0.09,0
4066,1.71,0.49,0.03,0.19,0.01,0
4067,1.3,0.53,0.04,0.27,0.05,0
4068,1.26,0.47,-0.14,-2.16,-0.13,1
4069,1.42,0.25,0.08,0.09,0.1,0
4070,0.79,0.72,0.23,0.91,0.1,0
4071,0.37,0.37,-0.12,-0.17,0.02,1
4072,0.75,0.65,0.12,0.8,0.05,0
4073,1.01,0.89,0.0,-0.18,0.0,0
4074,1.58,1.14,0.03,0.06,0.02,0
4075,0.96,0.89,0.07,0.58,0.06,0
4076,1.2,0.19,-0.01,-1.08,0.0,1
4077,0.36,0.35,-1.11,-1.13,0.17,0
4078,0.58,0.58,0.04,0.21,0.2,0
4079,1.18,0.54,0.01,0.05,0.01,0
4080,0.24,0.24,-0.31,-0.3,-0.08,1
4081,0.64,0.63,0.06,0.29,0.19,0
4082,2.22,2.22,0.02,0.01,0.02,0
4083,1.2,0.93,0.02,0.02,0.14,0
4084,0.59,0.59,0.01,-0.03,0.15,0
4085,1.37,1.37,0.03,0.04,0.05,1
4086,0.56,0.43,0.02,0.05,0.09,0
4087,1.76,0.09,0.03,0.05,0.04,0
4088,0.22,0.14,0.0,0.18,0.09,0
4089,0.76,0.72,0.07,-0.02,0.04,0
4090,1.13,1.09,0.02,0.27,0.05,0
4091,0.89,0.5,0.0,0.0,0.04,0
4092,1.02,0.39,0.03,0.04,0.05,0
4093,0.98,0.77,0.04,0.11,0.09,0
4094,0.98,0.76,-0.01,0.83,-0.01,0
4095,0.48,0.48,0.06,0.48,0.16,0
4096,1.01,0.97,0.03,0.43,0.02,1
4097,2.24,1.44,0.12,0.15,0.09,0
4098,1.47,0.77,0.07,0.08,0.08,0
4099,1.03,1.01,-0.02,-0.55,0.0,0
4100,3.11,2.93,0.14,0.12,0.22,0
4101,1.52,1.5,0.13,0.29,0.11,0
4102,1.3,1.3,0.04,0.39,0.12,0
4103,1.04,0.8,0.05,0.07,0.04,0
4104,1.16,0.37,0.02,0.14,0.04,0
4105,1.19,1.02,0.02,0.04,0.02,0
4106,2.73,1.1,0.04,0.09,0.04,0
4107,0.35,0.34,-0.86,-1.03,-0.34,1
4108,1.4,1.4,0.06,0.1,0.06,0
4109,1.29,1.29,0.1,0.3,0.11,0
4110,1.23,1.23,0.09,0.33,0.09,0
4111,1.05,1.03,0.05,0.16,0.1,0
4112,0.21,0.2,0.03,-0.19,0.08,0
4113,0.43,0.43,0.07,0.1,0.1,0
4114,1.29,1.14,0.14,0.48,0.1,0
4115,1.87,0.36,0.03,0.01,0.12,0
4116,0.75,0.7,-0.03,-0.25,0.04,0
4117,4.54,4.51,0.16,0.17,0.19,0
4118,1.07,0.72,0.07,0.66,0.05,0
4119,7.33,7.33,-0.24,0.56,-0.64,1
4120,0.99,0.83,0.07,0.18,0.21,0
4121,0.47,0.22,-0.07,-0.43,-0.47,0
4122,1.94,1.93,0.05,0.06,0.26,0
4123,5.82,3.22,0.0,0.0,0.04,0
4124,3.72,0.48,0.01,0.01,0.02,0
4125,1.32,0.42,-0.04,-0.1,-0.05,1
4126,1.07,1.07,0.15,0.98,0.1,0
4127,0.85,0.25,0.12,0.67,0.01,0
4128,1.59,1.04,0.03,0.05,0.03,0
4129,3.3,2.76,0.04,0.04,0.22,0
4130,1.08,0.68,0.06,0.11,0.11,0
4131,1.64,1.28,-0.06,0.01,-0.12,1
4132,0.46,0.46,-0.79,-1.18,-0.57,1
4133,1.06,1.05,-0.07,-1.7,-0.02,0
4134,1.24,0.78,0.11,0.09,0.05,0
4135,1.0,1.0,0.01,0.01,0.01,1
4136,2.58,1.51,0.07,0.23,0.12,0
4137,1.06,1.06,0.04,0.07,0.02,1
4138,1.57,1.0,0.02,0.03,0.04,0
4139,1.74,1.41,0.06,0.16,0.05,0
4140,1.09,1.08,0.03,-0.08,0.02,0
4141,2.02,1.99,0.02,0.02,0.21,0
4142,0.82,0.22,0.01,0.09,0.02,0
4143,1.13,0.57,0.01,0.11,0.01,0
4144,0.18,0.18,-0.21,-1.45,-0.2,1
4145,0.81,0.55,-0.12,-1.46,-0.14,1
4146,2.03,2.03,-0.04,-0.25,-0.06,0
4147,1.78,1.32,0.02,0.06,0.07,0
4148,1.19,0.29,0.05,0.13,0.17,0
4149,0.99,0.99,0.01,0.09,0.02,1
4150,1.01,1.01,0.02,0.07,0.15,0
4151,1.7,0.39,0.04,0.05,0.02,0
4152,1.03,0.92,0.09,0.16,0.03,0
4153,3.52,3.52,0.03,0.02,0.6,0
4154,1.33,1.27,0.02,0.05,0.01,0
4155,0.61,0.47,-0.04,-0.93,0.01,0
4156,1.05,0.37,-0.05,-0.25,-0.03,0
4157,1.61,1.44,0.15,0.68,0.09,0
4158,0.74,0.66,0.01,-0.01,0.18,0
4159,1.93,0.77,0.01,0.01,0.03,0
4160,0.67,0.49,-0.06,-0.18,-0.13,0
4161,1.48,1.2,0.02,-0.02,0.02,0
4162,1.0,0.92,0.01,0.14,0.02,0
4163,2.48,1.58,0.01,0.01,0.03,0
4164,1.18,0.71,0.04,0.0,0.07,0
4165,3.88,3.57,0.04,0.03,0.11,0
4166,1.0,0.61,0.01,0.02,0.06,0
4167,1.01,1.01,0.02,0.54,0.04,0
4168,2.8,0.52,0.17,0.19,0.05,0
4169,1.43,0.53,-0.06,-0.73,-0.05,0
4170,1.34,1.34,-0.03,-0.22,0.01,0
4171,1.04,0.98,0.02,0.05,0.01,0
4172,0.55,0.55,0.03,0.06,0.26,0
4173,4.51,4.51,0.1,0.2,0.07,0
4174,1.71,1.71,-0.12,-2.82,-0.63,1
4175,2.42,2.14,0.28,0.62,0.17,0
4176,1.51,0.45,0.04,0.06,0.32,0
4177,3.82,3.76,0.16,0.2,0.25,0
4178,0.97,0.7,0.02,0.01,0.02,0
4179,0.92,0.92,0.01,0.6,0.01,0
4180,1.1,1.04,0.12,0.37,0.12,0
4181,1.6,1.47,0.07,0.22,0.11,0
4182,2.36,2.36,0.05,0.03,0.08,0
4183,0.53,0.47,-0.11,-0.68,0.0,0
4184,5.99,3.34,0.22,0.2,0.1,0
4185,0.97,0.14,-0.02,-1.23,-0.07,0
4186,1.55,1.17,0.01,0.0,0.04,0
4187,2.07,2.02,0.09,0.14,0.06,0
4188,1.85,0.83,0.06,0.1,0.06,0
4189,3.04,3.04,0.07,0.1,0.03,0
4190,1.98,1.69,0.26,0.45,0.13,0
4191,1.45,1.42,0.13,0.27,0.14,0
4192,1.23,0.21,0.03,0.02,0.02,0
4193,2.69,1.73,0.08,0.1,0.07,0
4194,2.47,0.76,0.37,0.59,0.17,0
4195,1.27,0.96,0.03,0.03,0.05,0
4196,0.77,0.77,-0.03,-1.77,0.01,0
4197,0.72,0.52,-0.03,-0.35,0.01,0
4198,1.6,0.86,-0.01,-0.03,0.02,0
4199,1.46,1.44,0.11,0.67,0.1,0
4200,1.71,1.59,0.03,0.04,0.04,0
4201,0.63,0.54,-0.04,-3.16,0.01,0
4202,1.25,1.25,0.05,0.11,0.18,0
4203,2.19,2.19,0.11,0.19,0.07,0
4204,1.48,1.47,0.11,0.22,0.13,0
4205,1.46,1.46,0.22,0.55,0.1,0
4206,1.6,1.6,0.03,0.08,0.03,0
4207,0.48,0.48,0.12,0.38,0.1,0
4208,0.86,0.27,-0.05,-0.65,-0.05,0
4209,0.84,0.57,0.03,0.03,0.03,0
4210,1.32,0.92,0.04,0.25,0.02,0
4211,3.14,3.03,0.08,0.1,0.21,0
4212,2.6,2.59,0.04,0.16,0.02,0
4213,2.34,2.17,0.0,-0.01,0.02,0
4214,2.29,2.29,0.04,-0.05,0.03,0
4215,1.27,0.84,0.03,0.08,0.01,0
4216,2.03,2.02,0.05,0.06,0.18,0
4217,1.32,1.32,-0.06,-0.13,-0.13,0
4218,1.15,0.32,0.02,0.02,0.12,0
4219,3.27,0.79,0.02,0.01,0.25,1
4220,1.57,0.69,0.03,0.0,0.05,0
4221,1.2,0.15,0.03,0.7,0.48,0
4222,0.71,0.7,0.04,0.05,0.08,0
4223,1.1,1.1,-0.08,-0.9,-0.18,0
4224,3.63,3.44,-0.06,-0.08,-1.49,0
4225,3.76,3.72,0.21,0.2,0.27,0
4226,1.15,1.15,0.02,0.02,0.02,0
4227,1.93,1.93,0.08,0.09,0.16,0
4228,1.13,0.89,0.04,0.05,0.05,0
4229,1.42,1.04,0.03,0.04,0.05,0
4230,2.83,2.26,0.28,0.35,0.27,0
4231,2.79,2.79,0.14,0.17,0.57,0
4232,1.25,1.25,0.1,0.07,0.14,0
4233,0.39,0.39,-0.13,-6.43,-1.22,1
4234,2.04,1.01,-0.04,0.0,-0.21,1
4235,5.3,5.24,0.11,0.13,0.13,0
4236,1.55,1.07,0.27,0.75,0.13,0
4237,1.16,1.12,0.13,0.66,0.04,0
4238,0.83,0.83,-0.01,0.21,0.03,1
4239,1.15,1.15,-0.34,-3.58,-0.61,0
4240,0.97,0.97,0.05,0.01,0.25,0
4241,2.47,2.47,0.04,0.17,0.11,0
4242,1.4,1.4,0.18,0.53,0.13,0
4243,3.12,3.12,0.06,0.06,0.01,0
4244,0.56,0.41,-0.08,-0.36,-0.41,0
4245,1.07,1.07,0.14,0.77,0.09,1
4246,0.45,0.33,0.02,0.09,0.14,0
4247,0.37,0.34,0.03,0.23,0.13,0
4248,0.88,0.57,0.04,0.02,0.24,0
4249,0.99,0.97,0.0,0.05,0.01,0
4250,1.39,1.23,0.12,0.21,0.09,0
4251,1.76,1.28,0.07,0.12,0.09,0
4252,0.36,0.31,-0.4,-1.75,-0.14,0
4253,1.94,1.84,0.13,0.31,0.22,0
4254,0.59,0.45,-0.31,-1.52,-0.36,0
4255,0.34,0.34,-0.49,-0.68,-0.39,0
4256,2.32,1.88,0.29,0.47,0.17,0
4257,2.28,0.37,0.03,0.13,0.13,0
4258,1.06,0.87,0.04,0.34,0.02,0
4259,2.15,2.15,0.04,0.05,0.07,0
4260,1.27,1.27,-0.01,-0.12,0.0,0
4261,1.03,1.03,0.02,-0.46,0.02,0
4262,3.37,3.37,0.03,0.03,0.05,0
4263,1.12,0.76,0.01,-0.61,0.02,1
4264,2.03,1.28,-0.02,-0.03,0.0,0
